33,33,25,33,41,32,39,60,38,20
33,28,31,41,32,29,47,37,20,35
31,35,41,36,25,35,45,28,39,52
42,35,38,37,37,43,44,45,49,35
28,38,41,39,35,46,47,49,33,8
41,41,42,44,42,47,40,28,7,40
45,45,50,50,45,32,33,23,38,75
46,44,53,45,39,38,43,32,72,71
37,46,42,43,41,43,37,50,67,64
44,40,44,45,40,47,42,46,60,64
