33,25,33,41,32,39,60,38,20,41
31,29,41,32,20,35,36,20,30,52
42,42,41,30,36,55,37,48,52,32
28,35,45,38,32,51,42,47,38,12
41,37,40,39,42,52,51,28,5,45
45,45,49,42,43,30,29,9,35,73
46,52,59,47,34,38,37,41,77,73
37,48,44,44,38,50,24,67,69,65
44,40,42,44,36,50,34,66,63,62
41,47,46,45,45,50,26,57,66,67
